,0
"(1, 7, 7, 9, 5, 8, 7, 3, 9, 7, 9, 3)",1
"(1, 7, 6, 9, 9, 7, 7, 9, 9, 7, 9, 3)",1
"(-1, 6, 6, 3, 9, 9, 9, 9, 9, 9, 9, 5)",1
"(1, 7, 6, 9, 9, 9, 9, 9, 9, 6, 9, 3)",1
"(-1, 6, 1, 3, 5, 6, 6, 5, 9, 6, 9, 3)",1
"(-1, 6, 1, 3, 7, 8, 6, 4, 9, 6, 9, 4)",1
"(1, 7, 9, 9, 9, 9, 9, 9, 9, 7, 8, 3)",1
"(-1, 6, 4, 3, 5, 7, 8, 5, 8, 7, 9, 4)",1
"(-1, 7, 2, 3, 6, 8, 6, 3, 9, 6, 9, 5)",1
"(1, 7, 8, 9, 9, 7, 8, 9, 8, 7, 9, 3)",1
"(-1, 6, 2, 3, 4, 7, 8, 6, 9, 6, 8, 4)",1
"(-1, 7, 4, 3, 4, 7, 8, 4, 9, 7, 8, 3)",1
"(1, 7, 9, 9, 8, 8, 9, 9, 9, 7, 8, 3)",1
"(1, 7, 8, 9, 3, 7, 8, 4, 9, 7, 9, 3)",1
"(1, 7, 2, 4, 6, 9, 7, 4, 9, 6, 9, 3)",1
"(1, 7, 6, 9, 8, 8, 9, 9, 9, 6, 9, 3)",1
"(1, 7, 5, 5, 9, 9, 9, 9, 9, 8, 7, 3)",1
"(1, 7, 8, 9, 7, 9, 6, 4, 9, 8, 9, 3)",1
"(1, 7, 8, 8, 6, 9, 7, 3, 9, 8, 9, 4)",1
"(-1, 6, 2, 3, 7, 8, 6, 5, 9, 7, 9, 4)",1
"(-1, 7, 2, 4, 4, 7, 6, 3, 9, 6, 9, 4)",1
"(-1, 6, 4, 3, 3, 7, 8, 4, 9, 9, 9, 4)",1
"(1, 7, 7, 9, 8, 8, 9, 9, 9, 6, 9, 3)",1
"(-1, 7, 1, 4, 9, 9, 6, 6, 9, 6, 9, 3)",1
"(-1, 6, 1, 3, 9, 9, 7, 7, 8, 5, 9, 4)",1
"(1, 7, 9, 9, 9, 9, 9, 9, 8, 7, 9, 3)",1
"(1, 7, 5, 4, 2, 8, 9, 4, 9, 9, 9, 3)",1
"(-1, 7, 5, 3, 3, 9, 9, 4, 9, 9, 8, 3)",1
"(1, 7, 9, 8, 9, 9, 9, 9, 9, 9, 8, 3)",1
"(-1, 7, 2, 4, 5, 7, 7, 5, 9, 6, 9, 3)",1
