,0
"(3, 9, 4, 6, 4, 7, 9, 6, 9, 6, 9, 3)",1
"(3, 9, 7, 7, 9, 9, 8, 8, 9, 8, 8, 3)",1
"(3, 9, 3, 6, 9, 9, 9, 9, 9, 6, 9, 3)",1
"(3, 9, 7, 7, 9, 9, 7, 6, 9, 8, 9, 3)",1
"(1, 8, 9, 8, 4, 9, 9, 3, 9, 9, 9, 4)",1
"(3, 9, 8, 7, 5, 9, 8, 4, 9, 9, 9, 3)",1
"(-4, 3, 4, 5, 6, 6, 9, 9, 7, 5, 9, 3)",1
"(3, 9, 4, 6, 5, 7, 9, 7, 9, 6, 9, 3)",1
"(-5, 3, 9, 9, 9, 9, 9, 9, 9, 6, 9, 7)",1
"(-4, 3, 1, 4, 3, 4, 7, 5, 9, 5, 9, 4)",1
"(3, 9, 7, 7, 7, 7, 9, 9, 9, 9, 9, 3)",1
"(1, 8, 7, 7, 5, 9, 9, 5, 9, 7, 9, 4)",1
"(-4, 4, 9, 7, 7, 8, 9, 9, 9, 9, 9, 3)",1
"(-5, 3, 9, 7, 4, 7, 9, 6, 8, 8, 8, 4)",1
"(3, 9, 7, 7, 9, 9, 9, 9, 9, 8, 8, 3)",1
"(-4, 3, 5, 5, 6, 5, 5, 6, 9, 9, 9, 3)",1
"(3, 9, 6, 7, 5, 7, 9, 6, 8, 7, 9, 3)",1
"(-4, 3, 3, 4, 6, 4, 5, 6, 9, 5, 8, 4)",1
"(-4, 3, -1, 4, 4, 5, 7, 6, 9, 4, 9, 4)",1
"(-5, 3, 9, 8, 5, 7, 7, 5, 8, 7, 9, 6)",1
"(-4, 3, 4, 5, 9, 9, 5, 5, 9, 8, 9, 3)",1
"(-3, 4, 7, 7, 7, 7, 8, 8, 7, 8, 9, 3)",1
"(-4, 3, 3, 4, 9, 9, 9, 9, 6, 5, 9, 3)",1
"(-4, 3, 7, 6, 1, 6, 9, 4, 9, 9, 9, 4)",1
"(3, 9, 9, 8, 9, 9, 9, 9, 8, 9, 9, 3)",1
"(-4, 3, 2, 4, 6, 6, 9, 8, 9, 4, 7, 3)",1
"(-5, 3, 7, 6, 9, 9, 6, 6, 9, 9, 9, 4)",1
"(-4, 3, -1, 4, 9, 9, 6, 6, 9, 4, 9, 3)",1
"(3, 9, 3, 6, 9, 9, 7, 6, 9, 6, 9, 3)",1
"(2, 9, 4, 6, 9, 7, 7, 9, 9, 6, 9, 3)",1
