,0
"(3, 7, 8, 8, 7, 9, 8, 7, 9, 8, 7, 3)",1
"(3, 7, 9, 8, 4, 9, 9, 4, 9, 9, 6, 3)",1
"(9, 9, 6, 9, 6, 7, 7, 5, 6, 9, 9, 3)",1
"(-2, 7, 6, 6, 5, 8, 8, 5, 9, 7, 9, 3)",1
"(4, 7, 1, 6, 5, 7, 9, 6, 9, 6, 9, 3)",1
"(2, 7, 9, 8, 9, 9, 9, 9, 7, 9, 9, 3)",1
"(9, 9, 7, 9, 9, 9, 7, 7, 6, 9, 9, 3)",1
"(3, 7, 3, 6, 3, 7, 9, 6, 8, 6, 9, 3)",1
"(3, 7, 3, 6, 7, 8, 8, 7, 9, 6, 7, 3)",1
"(7, 8, 2, 7, 5, 8, 8, 5, 8, 6, 8, 3)",1
"(8, 9, 1, 8, 3, 6, 9, 6, 9, 7, 9, 5)",1
"(4, 7, 1, 6, 3, 6, 8, 5, 9, 7, 9, 3)",1
"(-1, 7, 9, 8, 3, 8, 9, 3, 9, 9, 9, 3)",1
"(9, 9, 6, 9, 9, 8, 8, 9, 9, 7, 4, 3)",1
"(9, 9, 7, 9, 1, 7, 9, 3, 9, 9, 9, 6)",1
"(9, 9, -1, 8, 9, 9, 8, 7, 9, 6, 8, 3)",1
"(1, 7, 9, 8, 3, 9, 9, 3, 9, 9, 9, 3)",1
"(-1, 7, 9, 8, 4, 9, 9, 4, 9, 9, 9, 3)",1
"(8, 9, 4, 7, 4, 7, 8, 4, 9, 6, 9, 8)",1
"(2, 7, 5, 6, 6, 6, 9, 9, 9, 9, 9, 3)",1
"(9, 9, 2, 8, 9, 6, 7, 9, 9, 9, 9, 3)",1
"(9, 9, -2, 8, 4, 6, 8, 5, 9, 7, 9, 3)",1
"(2, 7, 2, 6, 7, 8, 8, 7, 9, 6, 9, 3)",1
"(-1, 7, 9, 8, 5, 9, 9, 5, 9, 9, 9, 3)",1
"(8, 9, 8, 9, 9, 9, 8, 7, 6, 9, 9, 3)",1
"(9, 9, 8, 9, 9, 9, 9, 9, 9, 8, 3, 3)",1
"(7, 8, 6, 8, 3, 7, 9, 5, 5, 8, 9, 3)",1
"(8, 9, 2, 7, 1, 6, 9, 4, 9, 9, 9, 3)",1
"(9, 9, 6, 9, 1, 7, 9, 3, 9, 9, 9, 6)",1
"(8, 9, 9, 9, 3, 8, 9, 3, 9, 9, 9, 6)",1
